"","Country.of.Origin","Farm.Name","Mill","Company","Altitude","Region","Producer","Number.of.Bags","Bag.Weight","In.Country.Partner","Harvest.Year","Grading.Date","Owner","Variety","Processing.Method","Aroma","Flavor","Aftertaste","Acidity","Body","Balance","Uniformity","Clean.Cup","Sweetness","Overall","Total.Cup.Points","Moisture","Category.One.Defects","Quakers","Color","Category.Two.Defects","Farm.Region","Region.Country","Quality.Classification"
"417","Mexico","corta pico","la catedral del cafe","Other",1600,"sierra madre occidental","balbino ramirez flores",50,"50 kg","Centro Agroecológico del Café A.C.","2017","March 7th, 2017","Other","Typica","Washed / Wet",7.67,7.83,7.42,7.83,7.33,7.5,10,10,10,7.67,83.25,0.11,0,0,"Blue-Green",0,"corta pico-sierra madre occidental","sierra madre occidental-Mexico","Specialty"
"418","Costa Rica","estate la patricia","micro beneficio la cabaña-javier meza","Other",1900,"tarrazu","manuel montero",29,"46 kg","Specialty Coffee Association","2016","January 30th, 2017","Other","Catuai","Pulped natural / honey",7.5,7.5,7.83,7.5,7.67,7.67,10,10,10,7.58,83.25,0.11,0,0,"Green",0,"estate la patricia-tarrazu","tarrazu-Costa Rica","Specialty"
"419","Costa Rica","coopellanobonito","coocafe r.l","Other",1850,"tarrazu","coopellanobonito",275,"69 kg","Specialty Coffee Association of Costa Rica","2015","September 20th, 2016","Other","Caturra","Washed / Wet",7.83,7.5,7.42,7.67,7.5,7.67,10,10,10,7.67,83.25,0.11,0,0,NA,0,"coopellanobonito-tarrazu","tarrazu-Costa Rica","Specialty"
"420","Guatemala","linda vista","linda vista","mercon guatemala sa",2100,"nuevo oriente","pablo chuy",275,"0 kg","Asociacion Nacional Del Café","2016","August 12th, 2016","juan luis alvarado romero","Pacas","Washed / Wet",7.5,7.58,7.42,7.83,7.67,7.58,10,10,10,7.67,83.25,0.11,0,2,"Green",7,"linda vista-nuevo oriente","nuevo oriente-Guatemala","Commodity"
"421","Uganda","kawacom uganda ltd sipi farmers group","kawacom","kawacom uganda ltd",1650,"sipi mt elgon","kawacom uganda ltd",150,"9000 kg","Uganda Coffee Development Authority","2015","May 19th, 2016","Other","SL14","Washed / Wet",7.5,7.67,7.67,7.42,7.67,7.67,10,10,10,7.67,83.25,0.12,0,0,"Green",1,"kawacom uganda ltd sipi farmers group-sipi mt elgon","sipi mt elgon-Uganda","Specialty"
"422","Brazil",NA,"dinamo armazens gerais ltda","bourbon specialty coffees",1100,"campos altos  cerrado",NA,300,"60 kg","Brazil Specialty Coffee Association","2016","January 12th, 2016","bourbon specialty coffees","Bourbon","Other",7.58,7.67,7.42,7.5,7.67,7.42,10,10,10,8,83.25,0.12,0,0,"Green",4,"NA-campos altos  cerrado","campos altos  cerrado-Brazil","Specialty"
"423","Colombia",NA,"neiva","carcafe ltda",442,"huila","franklin dussan",304,"35 kg","Almacafé","2016","November 27th, 2015","carcafe ltda ci","Caturra","Natural / Dry",7.58,7.67,7.67,7.17,7.75,7.83,10,10,10,7.58,83.25,0,0,0,"Green",2,"NA-huila","huila-Colombia","Commodity"
"424","Mexico","los charcos","la yerba","Other",1261,"cuarenteño","rafael arroyo zoto",11,"2 kg","Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.","2015","July 14th, 2015","Other","Typica","Natural / Dry",7.83,7.75,7.5,7.58,7.58,7.58,10,10,10,7.42,83.25,0.12,0,0,"Bluish-Green",2,"los charcos-cuarenteño","cuarenteño-Mexico","Specialty"
"425","Taiwan","sunshine valley estate ","sunshine valley estate ??????","taiwan coffee laboratory",1000,"natou county","lin yen chien ",10,"15 kg","Specialty Coffee Association","2015","June 18th, 2015","lin chehao krude ","Bourbon","Washed / Wet",7.67,7.5,7.5,7.5,7.67,7.83,10,10,10,7.58,83.25,0.1,0,0,"Blue-Green",0,"sunshine valley estate -natou county","natou county-Taiwan","Specialty"
"426","Taiwan",NA,"????","Other",800,"",NA,10,"60 kg","Blossom Valley International","2014","November 23rd, 2014","cqi taiwan icp cqi","Typica","Washed / Wet",7.92,7.83,7.75,7.58,7.5,7.33,10,10,10,7.33,83.25,0.1,0,0,"Green",0,"NA-","-Taiwan","Specialty"
"427","Colombia",NA,"trilladora boananza","ecom cca sa",1483,"eje cafetero",NA,250,"70 kg","Almacafé","2014","June 24th, 2014","compañia colombiana agroindustrial sa","Caturra","Natural / Dry",7.58,7.58,7.5,7.58,7.58,7.75,10,10,10,7.67,83.25,0,0,0,"Green",0,"NA-eje cafetero","eje cafetero-Colombia","Commodity"
"428","Guatemala","finca medina","beneficio siembras vision (154)","siembras vision sa",1500,"antigua","siembras visión sa",26,"69 kg","Asociacion Nacional Del Café","2014","March 7th, 2014","juan luis alvarado romero","Caturra","Washed / Wet",7.5,7.67,7.58,7.67,7.67,7.5,10,10,10,7.67,83.25,0.1,0,0,"Green",1,"finca medina-antigua","antigua-Guatemala","Specialty"
"429","Colombia",NA,"trilladora boananza","exportadora de cafe condor sa",1750,"huila",NA,275,"70 kg","Almacafé","2013","August 2nd, 2013","exportadora de cafe condor sa","Caturra","Washed / Wet",7.83,7.5,7.67,7.33,7.67,7.67,10,10,10,7.58,83.25,0.11,0,0,"Green",1,"NA-huila","huila-Colombia","Specialty"
"430","Mexico",NA,"productores de cafes especiales sc","Other",1300,"chiapas",NA,200,"1 kg","AMECAFE","2013","March 29th, 2013","Other","Bourbon","Washed / Wet",7.58,7.75,7.5,7.5,7.58,7.58,10,10,10,7.75,83.25,0.12,0,0,"Green",6,"NA-chiapas","chiapas-Mexico","Commodity"
"431","United States (Hawaii)",NA,NA,"kona pacific farmers cooperative",518.16,"kona",NA,11,"100 lbs","Specialty Coffee Association","2012","March 21st, 2013","kona pacific farmers cooperative","Hawaiian Kona","Natural / Dry",7.58,7.75,7.83,8,8.08,7.67,9.33,10,9.33,7.67,83.25,0.11,0,0,"Bluish-Green",4,"NA-kona","kona-United States (Hawaii)","Specialty"
"432","Mexico","finca teocelo","monte blanco","Other",1207.5,"veracruz","ernesto rodriguez luna",10,"1 kg","AMECAFE","2012","August 1st, 2012","Other","Mundo Novo","Washed / Wet",7.75,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,83.25,0.13,0,0,"Green",7,"finca teocelo-veracruz","veracruz-Mexico","Commodity"
"433","Mexico","mata larga","finca mata larga","Other",1000,"fortín de las flores","modesto landeros flores",54,"1 kg","AMECAFE","2012","July 11th, 2012","Other","Caturra","Washed / Wet",7.75,7.75,7.42,7.92,7.33,7.5,10,10,10,7.58,83.25,0.12,0,0,"Blue-Green",0,"mata larga-fortín de las flores","fortín de las flores-Mexico","Specialty"
"434","Guatemala","agropecuaria quiagral","beneficio ixchel","unex guatemala sa",1310.64,"oriente","agropecuaria quiagral",250,"1 kg","Asociacion Nacional Del Café","2012","July 9th, 2012","juan luis alvarado romero","Bourbon","Washed / Wet",7.83,7.58,7.08,7.83,7.42,8.08,10,10,10,7.42,83.25,0.11,0,0,"Green",9,"agropecuaria quiagral-oriente","oriente-Guatemala","Commodity"
"435","Brazil","água limpa",NA,"nucoffee",1200,"grama valley","eliane de andrade cyrino noqueira",30,"60 kg","NUCOFFEE","2012","February 23rd, 2012","nucoffee","Yellow Bourbon","Semi-washed / Semi-pulped",7.75,7.67,7.5,7.58,7.58,7.58,10,10,10,7.58,83.25,0.11,0,0,"Blue-Green",1,"água limpa-grama valley","grama valley-Brazil","Specialty"
"436","Colombia",NA,"trilladora boananza","exportadora de cafe condor sa",175,"huila",NA,250,"70 kg","Almacafé","2012","February 22nd, 2012","exportadora de cafe condor sa","Caturra","Washed / Wet",7.67,7.58,7.58,7.42,7.83,7.58,10,10,10,7.58,83.25,0.12,0,0,"Green",1,"NA-huila","huila-Colombia","Specialty"
"437","Colombia",NA,NA,"racafe  cia sca",1775,"la plata","la plata",175,"70 kg","Almacafé","2012","February 9th, 2012","racafe  cia sca","Caturra","Washed / Wet",7.67,7.67,7.5,7.5,7.58,7.67,10,10,10,7.67,83.25,0.11,0,0,"Green",0,"NA-la plata","la plata-Colombia","Specialty"
"438","Colombia",NA,"trilladora bonanza - armenia quindioa","Other",1700,"huila",NA,250,"70 kg","Almacafé","2011","June 14th, 2011","exportadora de cafe condor sa","Caturra","Other",7.92,7.75,7.25,7.42,7.83,7.58,10,10,10,7.5,83.25,0.08,0,0,NA,0,"NA-huila","huila-Colombia","Commodity"
"439","Colombia",NA,"trilladora bonanza - armenia quindioa","Other",1880,"cauca",NA,250,"70 kg","Almacafé","2010","February 22nd, 2011","exportadora de cafe condor sa","Caturra","Other",8,7.67,7.67,7.25,7.67,7.5,10,10,10,7.5,83.25,0.13,0,0,NA,1,"NA-cauca","cauca-Colombia","Commodity"
"440","Colombia",NA,"trilladora bonanza - armenia quindio","Other",1800,"cundinamarca","exportadora de café cóndor sa",250,"70 kg","Almacafé","2010","January 17th, 2011","exportadora de cafe condor sa","Caturra","Other",7.92,7.75,7.5,7.42,7.42,7.67,10,10,10,7.58,83.25,0.04,0,0,NA,1,"NA-cundinamarca","cundinamarca-Colombia","Commodity"
"441","Brazil","fazenda capoeirnha","dry mill","ipanema coffees",890,"south of minas","ipanema agricola sa",320,"60 kg","Brazil Specialty Coffee Association","2018","October 20th, 2017","ipanema coffees","Bourbon","Natural / Dry",7.67,7.42,7.5,7.58,7.67,7.58,10,10,10,7.75,83.17,0.11,0,0,"Green",4,"fazenda capoeirnha-south of minas","south of minas-Brazil","Specialty"
"442","Guatemala","beneficio el torreon","beneficio ixchel","unex guatemala sa",1901,"oriente","agroindustrias cafetaleras",275,"69 kg","Asociacion Nacional Del Café","2017","August 24th, 2017","juan luis alvarado romero","Bourbon","Washed / Wet",7.58,7.58,7.33,7.67,7.75,7.58,10,10,10,7.67,83.17,0.1,0,0,"Green",1,"beneficio el torreon-oriente","oriente-Guatemala","Specialty"
"443","Tanzania, United Republic Of","mamsera","rafiki (coffee) limited","Other",168,"moshi","mamsera",320,"60 kg","Tanzanian Coffee Board","2016","June 20th, 2017","Other","Bourbon","Washed / Wet",7.67,7.58,7.42,7.67,7.67,7.58,10,10,10,7.58,83.17,0.12,0,0,"Green",3,"mamsera-moshi","moshi-Tanzania, United Republic Of","Specialty"
"444","Peru",NA,"procesadora del sur sa","Other",1200,NA,NA,200,"13800 kg","Central De Organizaciones Productoras De Café y Cacao Del Perú - Central Café & Cacao","2017","June 16th, 2017","Other","Other","Other",7.92,7.5,7.5,7.58,7.67,7.5,10,10,10,7.5,83.17,0.11,0,1,"Green",0,"NA-NA","NA-Peru","Commodity"
"445","Vietnam","apollo estate","yes","sunvirtue co ltd",1550,"dala","yeh li chuan",1,"2 kg","Specialty Coffee Association","2017","May 8th, 2017","sunvirtue co ltd","Catimor","Natural / Dry",7.58,7.42,7.08,7.33,7.58,8.58,10,10,10,7.58,83.17,0.07,0,0,"None",0,"apollo estate-dala","dala-Vietnam","Commodity"
"446","Guatemala","finca medina","beneficio siembras vision (154)","siembras vision sa",1500,"antigua","finca medina",250,"1500 kg","Asociacion Nacional Del Café","2016","May 23rd, 2016","juan luis alvarado romero","Caturra","Washed / Wet",7.67,7.75,7.42,7.75,7.58,7.5,10,10,10,7.5,83.17,0.11,2,2,"Green",3,"finca medina-antigua","antigua-Guatemala","Commodity"
"447","Honduras","bethel","dry mill","cadexsa",1450,"marcala","jose omar acosta",275,"69 kg","Instituto Hondureño del Café","2016","May 2nd, 2016","cadexsa","Catuai","Washed / Wet",7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,83.17,0.11,0,1,"Blue-Green",1,"bethel-marcala","marcala-Honduras","Commodity"
"448","China","chen lin","mojiang jinggong estate speciality development co.ltd mill","yunnan coffee exchange",1200,"yunnan","mojiang jinggong estate speciality development coltd",3,"60 kg","Yunnan Coffee Exchange","2015","April 6th, 2016","yunnan coffee exchange","Catimor","Washed / Wet",7.5,7.67,7.33,7.67,7.67,7.67,10,10,10,7.67,83.17,0.11,0,0,"Green",0,"chen lin-yunnan","yunnan-China","Specialty"
"449","China","yunnan success trade coltd","yunnan success trade co.ltd mill","yunnan coffee exchange",1600,"dehong prefecture","yunnan success trade coltd",3,"60 kg","Yunnan Coffee Exchange","2015","April 5th, 2016","yunnan coffee exchange","Catimor","Washed / Wet",7.67,7.67,7.5,7.67,7.42,7.58,10,10,10,7.67,83.17,0.1,0,0,"Green",3,"yunnan success trade coltd-dehong prefecture","dehong prefecture-China","Specialty"
"450","El Salvador","agua caliente","agua caliente","consejo salvadoreño del café",1350,"apaneca","ecom agroindustrial corp ltd",275,"69 kg","Salvadoran Coffee Council","2016","March 29th, 2016","consejo salvadoreño del café","Bourbon","Washed / Wet",7.5,7.5,7.33,7.67,8,7.67,10,10,10,7.5,83.17,0,0,0,"Green",0,"agua caliente-apaneca","apaneca-El Salvador","Commodity"
"451","Guatemala","finca medina","beneficio siembras vision (154)","siembras vision sa",1500,"antigua","finca medina",150,"69 kg","Asociacion Nacional Del Café","2015","October 29th, 2015","juan luis alvarado romero","Bourbon","Washed / Wet",7.5,7.75,7.5,7.83,7.58,7.5,10,10,10,7.5,83.17,0.11,0,0,"Green",1,"finca medina-antigua","antigua-Guatemala","Specialty"
"452","Guatemala","la esperanza margarita nuyes","beneficio ixchel","unex guatemala sa",1650,"oriente","papaturro",100,"69 kg","Asociacion Nacional Del Café","2015","September 29th, 2015","juan luis alvarado romero","Bourbon","Washed / Wet",7.92,7.67,7.42,7.75,7.5,7.5,10,10,10,7.42,83.17,0.12,0,0,"Green",3,"la esperanza margarita nuyes-oriente","oriente-Guatemala","Specialty"
"453","Kenya",NA,NA,"Other",250.5,"kenya",NA,300,"2 kg","Kenya Coffee Traders Association","2014","July 3rd, 2015","Other","SL28","Washed / Wet",7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,7.83,83.17,0.1,0,0,"Bluish-Green",1,"NA-kenya","kenya-Kenya","Specialty"
"454","Thailand",NA,NA,"doi tung development project",800,"thailand","doi tung development project",1,"1 kg","Specialty Coffee Association","2014","June 9th, 2015","doi tung development project","Other","Washed / Wet",7.67,7.58,7.58,7.75,7.42,7.67,10,10,10,7.5,83.17,0.12,0,0,"Bluish-Green",0,"NA-thailand","thailand-Thailand","Specialty"
"455","Tanzania, United Republic Of","myanganyanga","tutunze kahawa ltd","Other",1653,"mbinga","tutunze kahawa ltd",180,"60 kg","Africa Fine Coffee Association","2014","December 12th, 2014","Other","Other","Washed / Wet",7.58,7.67,7.67,7.58,7.42,7.58,10,10,10,7.67,83.17,0.13,0,0,"Bluish-Green",6,"myanganyanga-mbinga","mbinga-Tanzania, United Republic Of","Commodity"
"456","Colombia",NA,NA,"racafe  cia sca",1775,"huila","la plata",232,"70 kg","Almacafé","2014","November 5th, 2014","racafe  cia sca","Caturra","Washed / Wet",7.58,7.5,7.5,7.67,7.5,7.67,10,10,10,7.75,83.17,0,0,0,NA,4,"NA-huila","huila-Colombia","Commodity"
"457","Uganda","kaptanya","gumutindo","Other",1800,"eastern","kabum trading company",84,"60 kg","Uganda Coffee Development Authority","2014","October 28th, 2014","Other","SL14","Washed / Wet",8,7.67,7.5,7.42,7.33,7.58,10,10,10,7.67,83.17,0.1,0,0,"Bluish-Green",0,"kaptanya-eastern","eastern-Uganda","Specialty"
"458","Colombia",NA,"unkown","Other",1200,NA,"unkown",1,"4 lbs","Specialty Coffee Association","2014","August 25th, 2014","Other","Caturra","Washed / Wet",7.58,7.75,7.5,7.58,7.58,7.58,10,10,10,7.58,83.17,0.11,10,0,"Green",3,"NA-NA","NA-Colombia","Commodity"
"459","Honduras","el cerron","rio hamaca","Other",1450,"san marcos","nelson melgar melgar",275,"1 kg","Instituto Hondureño del Café","2013","April 12th, 2014","Other","Catuai","Natural / Dry",7.5,7.5,7.5,7.67,7.67,7.67,10,10,10,7.67,83.17,0.1,0,0,"Green",5,"el cerron-san marcos","san marcos-Honduras","Specialty"
"460","Honduras","los hicaques","cigrah sps","cigrah",1350,"comayagua","reynerio zepeda",275,"1 kg","Instituto Hondureño del Café","2015","April 8th, 2014","Other","Caturra","Natural / Dry",7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,83.17,0.11,0,0,"Green",3,"los hicaques-comayagua","comayagua-Honduras","Specialty"
"461","Guatemala","nueva granada","beneficio nueva granada","Other",1524,"san marcos","agricola nueva granada sa",200,"69 kg","Asociacion Nacional Del Café","2014","March 27th, 2014","juan luis alvarado romero","Catuai","Washed / Wet",7.33,7.83,7.17,8.17,7.33,7.67,10,10,10,7.67,83.17,0.09,0,0,"Green",1,"nueva granada-san marcos","san marcos-Guatemala","Specialty"
"462","United States (Hawaii)",NA,NA,"kona pacific farmers cooperative",518.16,"kona",NA,6,"100 lbs","Specialty Coffee Association","2013","February 7th, 2014","eileen koyanagi","Hawaiian Kona","Natural / Dry",7.5,7.5,7.58,7.42,7.92,7.67,10,10,10,7.58,83.17,0.11,0,0,"Bluish-Green",0,"NA-kona","kona-United States (Hawaii)","Specialty"
"463","Tanzania, United Republic Of",NA,"rafiki (coffee) limited","Other",1800,"kilimanjaro",NA,300,"1 kg","Tanzanian Coffee Board","2014","January 31st, 2014","Other","Bourbon","Washed / Wet",7.58,7.5,7.58,7.75,7.58,7.58,10,10,10,7.58,83.17,0.12,0,0,"Green",1,"NA-kilimanjaro","kilimanjaro-Tanzania, United Republic Of","Specialty"
"464","Guatemala","finca el morito","beneficio ixchel","unex guatemala sa",1310.64,"oriente","roberto monterroso",250,"69 kg","Asociacion Nacional Del Café","2013","April 26th, 2013","juan luis alvarado romero","Bourbon","Washed / Wet",7.67,7.83,7.33,7.67,7.5,7.67,10,10,10,7.5,83.17,0.11,0,0,"Green",2,"finca el morito-oriente","oriente-Guatemala","Specialty"
"465","Mexico","santa cecilia","angel albino corzo, chiapas","Other",1500,"chiapas","margarito roblero vazquez",45,"1 kg","AMECAFE","2013","March 29th, 2013","Other","Typica","Washed / Wet",7.75,7.58,7.58,7.58,7.5,7.42,10,10,10,7.75,83.17,0.11,0,0,"Green",2,"santa cecilia-chiapas","chiapas-Mexico","Specialty"
"466","Mexico","tlapacoya","el chipoco, municipio de tlanchinol","Other",532,"tlanchinol hidalgo","amador hernandez dionicio",10,"1 kg","AMECAFE","2012","September 27th, 2012","saul m hernandez ramirez","Typica","Washed / Wet",7.75,7.67,7.58,7.5,7.42,7.58,10,10,10,7.67,83.17,0.12,3,0,"None",8,"tlapacoya-tlanchinol hidalgo","tlanchinol hidalgo-Mexico","Commodity"
"467","Mexico","la loma","el pedregal","Other",1089,"san bartolo tutotepec","trejo velasco roman",10,"1 kg","AMECAFE","2012","September 27th, 2012","saul m hernandez ramirez","Pacamara","Washed / Wet",7.58,7.75,7.42,7.67,7.5,7.58,10,10,10,7.67,83.17,0.14,0,0,"None",10,"la loma-san bartolo tutotepec","san bartolo tutotepec-Mexico","Commodity"
"468","Colombia",NA,NA,"racafe  cia sca",1775,"huila","la plata",275,"70 kg","Almacafé","2012","August 31st, 2012","racafe  cia sca","Caturra","Washed / Wet",7.67,7.5,7.5,7.5,7.58,8.17,10,10,10,7.25,83.17,0.11,1,0,"Green",2,"NA-huila","huila-Colombia","Commodity"
"469","Mexico","el mirador","el mirador","Other",700,"san isidro","fernando mendoza aparicio",15,"1 kg","AMECAFE","2012","July 11th, 2012","Other","Typica","Washed / Wet",7.75,7.5,7.42,7.75,7.58,7.58,10,10,10,7.58,83.17,0.13,0,0,"Green",5,"el mirador-san isidro","san isidro-Mexico","Commodity"
"470","Colombia",NA,"trilladora bonanza - armenia quindioa","exportadora de cafe condor sa",1750,"huila",NA,250,"70 kg","Almacafé","2012","June 8th, 2012","exportadora de cafe condor sa","Caturra","Washed / Wet",7.58,7.67,7.5,7.58,7.67,7.67,10,10,10,7.5,83.17,0.11,0,0,"Blue-Green",0,"NA-huila","huila-Colombia","Specialty"
"471","Mexico","finca nueva linda","agroindustrias unidas de mexico","ecomtrading",1380,"la concordia","octavio moguel farrera",250,"1 kg","AMECAFE","2012","June 6th, 2012","alfredo bojalil","Typica","Washed / Wet",7.5,7.75,7.58,7.58,7.67,7.5,10,10,10,7.58,83.17,0.11,0,0,NA,5,"finca nueva linda-la concordia","la concordia-Mexico","Specialty"
"472","Brazil","campo das flores",NA,"nucoffee",1000,"south of minas","giovane senna bonacorssi",50,"60 kg","NUCOFFEE","2012","March 19th, 2012","nucoffee","Mundo Novo","Natural / Dry",7.75,7.67,7.58,7.5,7.58,7.58,10,10,10,7.5,83.17,0.12,0,0,"Green",1,"campo das flores-south of minas","south of minas-Brazil","Specialty"
"473","Brazil","são francisco da serra",NA,"nucoffee",950,"mogiana","maria aparecida ferreira azevedo",100,"60 kg","NUCOFFEE","2012","February 17th, 2012","nucoffee","Mundo Novo","Natural / Dry",7.92,7.58,7.5,7.58,7.42,7.5,10,10,10,7.67,83.17,0.11,0,0,"Green",4,"são francisco da serra-mogiana","mogiana-Brazil","Specialty"
"474","Guatemala","conquista  morito","beneficio ixchel","Other",1402.08,"oriente","conquista  morito",250,"2 kg","Specialty Coffee Association","2012","February 1st, 2012","Other","Bourbon","Washed / Wet",7.75,7.5,7.67,7.5,7.92,8,10,10,9.33,7.5,83.17,0,0,0,"Green",10,"conquista  morito-oriente","oriente-Guatemala","Commodity"
"475","Brazil","fazenda do lobo",NA,"nucoffee",1000,"south of minas","andrea galvão noqueira",25,"60 kg","NUCOFFEE","2011","December 3rd, 2011","nucoffee","Mundo Novo","Semi-washed / Semi-pulped",7.75,7.5,7.58,7.5,7.75,7.5,10,10,10,7.58,83.17,0.12,0,0,"Blue-Green",3,"fazenda do lobo-south of minas","south of minas-Brazil","Specialty"
